price,volRemaining,typeID,range,orderID,volEntered,minVolume,bid,issueDate,duration,stationID,regionID,solarSystemID,jumps,
4396120000.0,1.0,44992,32767,5387025962,1,1,False,2019-05-11 04:40:04.000,90,60003760,10000002,30000142,0,
4400000000.0,1.0,44992,32767,5411142114,1,1,False,2019-04-26 15:17:55.000,90,1028858195912,10000002,30000144,1,
4400000000.99,1.0,44992,32767,5415421080,1,1,False,2019-05-13 04:20:50.000,90,60003760,10000002,30000142,0,
4400000300.01,1.0,44992,32767,5415750271,1,1,False,2019-05-13 21:10:48.000,90,60003760,10000002,30000142,0,
4406161000.0,1.0,44992,32767,5420574424,1,1,False,2019-05-16 09:42:11.000,90,1030524644061,10000002,30000155,4,
4329400.0,190.0,44992,10,5425060644,500,1,True,2019-05-16 16:07:50.000,90,1030524644061,10000002,30000155,4,
4329328.88,350.0,44992,32767,5425060257,350,1,True,2019-05-16 16:08:50.000,3,1030524644061,10000002,30000155,4,
4329301.01,4358.0,44992,1,5425042484,8000,1,True,2019-05-16 16:05:34.000,90,1028858195912,10000002,30000144,1,
4329301.0,2196.0,44992,40,5425045720,3000,1,True,2019-05-16 16:05:18.000,90,1028858195912,10000002,30000144,1,
4329300.01,7990.0,44992,1,5425042411,8000,1,True,2019-05-16 16:03:25.000,90,1028858195912,10000002,30000144,1,
4329209.02,1000.0,44992,1,5425063949,1000,1,True,2019-05-16 16:05:44.000,90,1028858195912,10000002,30000144,1,
4329209.0,1000.0,44992,1,5425059755,1000,1,True,2019-05-16 16:03:24.000,90,1028858195912,10000002,30000144,1,
4329200.0,170.0,44992,40,5425062207,1500,1,True,2019-05-16 16:02:16.000,90,1028858195912,10000002,30000144,1,
4329188.88,1540.0,44992,40,5425062821,1540,1,True,2019-05-16 16:03:25.000,1,1030524644061,10000002,30000155,4,
4329091.01,189.0,44992,-1,5425054094,250,1,True,2019-05-16 16:02:26.000,30,1028858195912,10000002,30000144,1,
4329080.0,400.0,44992,32767,5425040733,500,1,True,2019-05-16 15:57:08.000,90,1028858195912,10000002,30000144,1,
4328955.95,1500.0,44992,-1,5425042947,1500,1,True,2019-05-16 15:46:33.000,30,60003760,10000002,30000142,0,
4328426.07,4900.0,44992,1,5424201050,8000,1,True,2019-05-16 15:36:07.000,90,1030524644061,10000002,30000155,4,
4328426.05,1955.0,44992,1,5424978478,8000,1,True,2019-05-16 15:35:55.000,90,1028858195912,10000002,30000144,1,
4328420.02,2240.0,44992,20,5425045162,2240,1,True,2019-05-16 15:34:52.000,90,1028858195912,10000002,30000144,1,
4328410.0,1072.0,44992,32767,5425017562,2900,1,True,2019-05-16 15:27:05.000,90,1028858195912,10000002,30000144,1,
4328400.11,10956.0,44992,32767,5425019156,15015,1,True,2019-05-16 14:49:02.000,90,1028858195912,10000002,30000144,1,
4328400.11,2240.0,44992,1,5425034960,2240,1,True,2019-05-16 15:17:37.000,90,1028858195912,10000002,30000144,1,
4328151.04,100.0,44992,-1,5425009264,100,1,True,2019-05-16 14:31:46.000,30,60003760,10000002,30000142,0,
4328061.0,119.0,44992,20,5424987372,119,1,True,2019-05-16 13:50:30.000,90,1028858195912,10000002,30000144,1,
4328051.04,1500.0,44992,-1,5424979114,1500,1,True,2019-05-16 13:34:33.000,90,1028858195912,10000002,30000144,1,
4328051.0,5000.0,44992,1,5424827319,5000,1,True,2019-05-16 13:31:44.000,90,1028858195912,10000002,30000144,1,
4328050.01,1120.0,44992,32767,5424977956,1120,1,True,2019-05-16 13:32:10.000,90,1028858195912,10000002,30000144,1,
4328011.0,500.0,44992,-1,5424958396,500,1,True,2019-05-16 12:52:24.000,90,60003760,10000002,30000142,0,
4328010.0,110.0,44992,40,5424826995,110,1,True,2019-05-16 07:03:29.000,90,60003760,10000002,30000142,0,
4328003.0,25.0,44992,-1,5424810497,25,1,True,2019-05-16 06:11:39.000,1,60003760,10000002,30000142,0,
4328001.11,3130.0,44992,40,5423743425,6000,1,True,2019-05-16 05:44:38.000,90,1028858195912,10000002,30000144,1,
4328001.0,65.0,44992,10,5424566726,5000,1,True,2019-05-16 05:11:44.000,90,60003760,10000002,30000142,0,
4327001.0,11200.0,44992,32767,5424737536,11200,1,True,2019-05-16 02:31:47.000,14,1028858195912,10000002,30000144,1,
4327001.0,250.0,44992,-1,5414142012,250,1,True,2019-05-16 03:13:17.000,90,60003760,10000002,30000142,0,
4327000.01,100.0,44992,-1,5424731078,100,1,True,2019-05-16 02:31:38.000,3,60003760,10000002,30000142,0,
4325000.01,2.0,44992,-1,5424740470,2,1,True,2019-05-16 02:36:02.000,90,1028858195912,10000002,30000144,1,
4324112.0,3727.0,44992,32767,5424673232,11200,1,True,2019-05-16 02:15:38.000,30,1028858195912,10000002,30000144,1,
4322006.02,367.0,44992,5,5423953397,5000,1,True,2019-05-16 00:01:48.000,90,1030524644061,10000002,30000155,4,
4322003.0,500.0,44992,20,5424675048,500,1,True,2019-05-15 23:56:11.000,90,1028858195912,10000002,30000144,1,
4322001.0,230.0,44992,20,5424676400,500,1,True,2019-05-15 23:54:11.000,90,1028858195912,10000002,30000144,1,
4322000.0,1544.0,44992,32767,5424111433,5600,1,True,2019-05-15 23:52:41.000,30,1028858195912,10000002,30000144,1,
4319120.01,570.0,44992,32767,5424675217,1120,1,True,2019-05-15 23:46:57.000,90,1028858195912,10000002,30000144,1,
4319120.01,720.0,44992,32767,5424665277,1120,1,True,2019-05-15 23:47:04.000,90,1028858195912,10000002,30000144,1,
4319010.37,15015.0,44992,32767,5424649416,15015,1,True,2019-05-16 12:44:10.000,90,1030524644061,10000002,30000155,4,
4319010.15,6250.0,44992,1,5424668837,6250,1,True,2019-05-15 23:15:42.000,90,1028858195912,10000002,30000144,1,
4319010.1,380.0,44992,10,5424668527,380,1,True,2019-05-15 23:15:14.000,90,1028858195912,10000002,30000144,1,
4319010.08,27.0,44992,40,5423499189,350,1,True,2019-05-15 23:14:50.000,90,1030524644061,10000002,30000155,4,
